,issue_no,created_at,closed_at,assignees_no,labels,closes_no,author_association,comments_no,title,url
431,755,2021-03-10 18:00:01+00:00,2021-03-10 18:03:56+00:00,0,[],0,CONTRIBUTOR,2.0,Merge pull request from GHSA-2vxv-63gj-7pmq,https://api.github.com/repos/cosmos/gaia/issues/755
432,754,2021-03-10 17:29:24+00:00,2021-03-10 17:40:39+00:00,0,['conflicts'],0,CONTRIBUTOR,0.0,Mergify for v4.1.x branch (bp #752),https://api.github.com/repos/cosmos/gaia/issues/754
433,753,2021-03-10 17:28:49+00:00,2021-03-10 17:32:47+00:00,0,[],0,CONTRIBUTOR,0.0,Changelog for v4.1.0 (bp #750),https://api.github.com/repos/cosmos/gaia/issues/753
434,752,2021-03-10 17:18:52+00:00,2021-03-10 17:22:31+00:00,0,['backport/4.1.x'],0,CONTRIBUTOR,0.0,Mergify for v4.1.x branch,https://api.github.com/repos/cosmos/gaia/issues/752
435,751,2021-03-10 17:14:09+00:00,2021-03-11 02:00:23+00:00,0,[],0,CONTRIBUTOR,0.0,v4.1.0 release tracking issue,https://api.github.com/repos/cosmos/gaia/issues/751
436,750,2021-03-10 17:13:05+00:00,2021-03-10 17:22:16+00:00,0,['backport/4.1.x'],0,CONTRIBUTOR,0.0,Changelog for v4.1.0,https://api.github.com/repos/cosmos/gaia/issues/750
437,749,2021-03-10 16:54:11+00:00,2021-03-10 18:13:10+00:00,0,[],0,CONTRIBUTOR,2.0,"cmd/gaiad: add multisign-batch command, remove dups (bp #747)",https://api.github.com/repos/cosmos/gaia/issues/749
438,748,2021-03-10 14:43:57+00:00,2021-03-10 16:18:59+00:00,0,[],0,MEMBER,0.0,configure mergify to support automatic backports,https://api.github.com/repos/cosmos/gaia/issues/748
439,747,2021-03-10 04:36:31+00:00,2021-03-10 14:28:28+00:00,0,['backport/4.1.x'],0,MEMBER,1.0,"cmd/gaiad: add multisign-batch command, remove dups",https://api.github.com/repos/cosmos/gaia/issues/747
440,746,2021-03-09 21:02:09+00:00,2021-03-10 14:28:27+00:00,1,[],0,MEMBER,0.0,vesting is displayed twice in the gaiad tx help screen,https://api.github.com/repos/cosmos/gaia/issues/746
441,745,2021-03-09 16:50:57+00:00,2021-03-09 17:55:47+00:00,0,[],0,CONTRIBUTOR,0.0,Gaia v4.0.6 tracking issue,https://api.github.com/repos/cosmos/gaia/issues/745
442,744,2021-03-09 16:49:37+00:00,2021-03-09 16:51:44+00:00,0,[],0,CONTRIBUTOR,0.0,Cherry pick for Gaia v4.0.6,https://api.github.com/repos/cosmos/gaia/issues/744
443,743,2021-03-09 16:35:54+00:00,2021-03-09 16:44:42+00:00,0,[],0,CONTRIBUTOR,0.0,Changelog for v4.0.6,https://api.github.com/repos/cosmos/gaia/issues/743
444,742,2021-03-09 14:37:47+00:00,2021-03-09 14:58:15+00:00,0,[],0,CONTRIBUTOR,0.0,Update join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/742
445,741,2021-03-09 06:43:46+00:00,2021-03-09 08:03:00+00:00,0,[],0,NONE,1.0,api /cosmos/tx/v1beta1/txs break from v4.0.4 to v4.0.5,https://api.github.com/repos/cosmos/gaia/issues/741
446,740,2021-03-09 05:46:05+00:00,2021-03-12 16:14:40+00:00,0,"['dependencies', 'go', 'backport/4.1.x']",0,CONTRIBUTOR,1.0,Bump github.com/ethereum/go-ethereum from 1.9.25 to 1.10.1,https://api.github.com/repos/cosmos/gaia/issues/740
447,739,2021-03-09 05:44:37+00:00,2021-03-09 16:05:24+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,1.0,Bump github.com/cosmos/cosmos-sdk from 0.41.4 to 0.42.0,https://api.github.com/repos/cosmos/gaia/issues/739
448,738,2021-03-08 17:11:28+00:00,2021-03-09 16:15:18+00:00,0,"['dependencies', 'javascript', 'security']",0,CONTRIBUTOR,0.0,[Security] Bump elliptic from 6.5.3 to 6.5.4 in /docs,https://api.github.com/repos/cosmos/gaia/issues/738
449,737,2021-03-08 13:07:22+00:00,2021-03-08 13:09:49+00:00,0,[],0,NONE,2.0,"""gcc not installed for ledger support"" upon trying to install Gaia",https://api.github.com/repos/cosmos/gaia/issues/737
450,736,2021-03-08 10:31:08+00:00,2021-03-08 17:23:45+00:00,0,[],0,MEMBER,0.0,update ibc references,https://api.github.com/repos/cosmos/gaia/issues/736
451,735,2021-03-08 02:39:17+00:00,2021-12-13 21:30:13+00:00,0,[],0,NONE,5.0,api /cosmos/staking/v1beta1/validators/%s/delegations is slow and high cpu usage,https://api.github.com/repos/cosmos/gaia/issues/735
452,734,2021-03-07 08:57:58+00:00,2021-03-07 09:04:16+00:00,0,[],0,CONTRIBUTOR,1.0,Docs: Fix path errors in join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/734
453,733,2021-03-07 08:47:47+00:00,2021-03-07 09:05:16+00:00,0,[],0,NONE,2.0,Error: error during handshake: error on replay: validator set is nil in genesis and still empty after InitChain,https://api.github.com/repos/cosmos/gaia/issues/733
454,732,2021-03-06 09:15:58+00:00,2021-03-19 17:38:04+00:00,0,[],0,CONTRIBUTOR,0.0,ARM64 / AMD64 Multiplatform Docker images,https://api.github.com/repos/cosmos/gaia/issues/732
455,731,2021-03-05 07:41:00+00:00,2021-03-05 08:12:02+00:00,0,[],0,NONE,1.0,Make install fails with v4.0.5,https://api.github.com/repos/cosmos/gaia/issues/731
456,730,2021-03-05 04:45:16+00:00,2021-03-05 06:55:58+00:00,0,[],0,CONTRIBUTOR,0.0,Snippet test,https://api.github.com/repos/cosmos/gaia/issues/730
457,729,2021-03-04 22:24:52+00:00,2021-03-09 14:58:15+00:00,0,[],0,CONTRIBUTOR,4.0,Seeds in quickstart snippet no longer work,https://api.github.com/repos/cosmos/gaia/issues/729
458,728,2021-03-04 21:23:01+00:00,2021-03-05 08:44:29+00:00,0,[],0,CONTRIBUTOR,0.0,Update join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/728
459,727,2021-03-04 17:47:20+00:00,2021-03-06 04:50:39+00:00,0,[],0,CONTRIBUTOR,2.0,Update docker.yml,https://api.github.com/repos/cosmos/gaia/issues/727
460,726,2021-03-04 17:34:02+00:00,2021-03-19 17:38:04+00:00,0,[],0,CONTRIBUTOR,5.0,Docker Github Action,https://api.github.com/repos/cosmos/gaia/issues/726
461,725,2021-03-04 17:00:03+00:00,2021-03-12 15:46:26+00:00,0,[],0,CONTRIBUTOR,0.0,Docker: go1.16,https://api.github.com/repos/cosmos/gaia/issues/725
462,724,2021-03-04 15:20:58+00:00,2021-03-04 15:28:24+00:00,0,[],0,MEMBER,0.0,Makefile: fix version string handling,https://api.github.com/repos/cosmos/gaia/issues/724
463,723,2021-03-04 13:46:38+00:00,2021-03-09 16:04:20+00:00,0,[],0,MEMBER,6.0,Build against cosmos-sdk v0.42.0,https://api.github.com/repos/cosmos/gaia/issues/723
464,722,2021-03-04 09:07:31+00:00,2021-03-04 15:19:02+00:00,0,[],0,MEMBER,0.0,Makefile: fix version string handling,https://api.github.com/repos/cosmos/gaia/issues/722
465,721,2021-03-04 05:43:13+00:00,2021-03-09 05:46:09+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,1.0,Bump github.com/ethereum/go-ethereum from 1.9.25 to 1.10.0,https://api.github.com/repos/cosmos/gaia/issues/721
466,720,2021-03-04 03:45:42+00:00,2021-03-09 16:17:37+00:00,0,[],0,NONE,0.0,"""gaiad version"" no longer returns the version",https://api.github.com/repos/cosmos/gaia/issues/720
467,718,2021-03-03 07:01:38+00:00,2021-03-03 13:27:33+00:00,0,[],0,NONE,3.0,panic while sync  on testnet,https://api.github.com/repos/cosmos/gaia/issues/718
468,717,2021-03-03 03:12:34+00:00,2021-03-11 16:41:01+00:00,0,[],0,NONE,3.0,how get version,https://api.github.com/repos/cosmos/gaia/issues/717
469,716,2021-03-03 02:14:02+00:00,2021-03-03 04:28:09+00:00,0,"['dependencies', 'javascript', 'security']",0,CONTRIBUTOR,0.0,[Security] Bump pug-code-gen from 2.0.2 to 2.0.3 in /docs,https://api.github.com/repos/cosmos/gaia/issues/716
470,715,2021-03-02 21:05:43+00:00,2021-03-02 22:02:04+00:00,0,[],0,CONTRIBUTOR,1.0,Cherrypick for v4.0.5,https://api.github.com/repos/cosmos/gaia/issues/715
471,714,2021-03-02 20:53:33+00:00,2021-03-03 19:08:06+00:00,0,[],0,CONTRIBUTOR,2.0,Changelog for v4.0.5,https://api.github.com/repos/cosmos/gaia/issues/714
472,713,2021-03-02 17:10:04+00:00,2021-12-13 21:30:49+00:00,0,[],0,CONTRIBUTOR,7.0,[Hub] cosmoshub-4.6 tracking,https://api.github.com/repos/cosmos/gaia/issues/713
473,712,2021-03-02 11:34:33+00:00,2021-03-02 20:37:20+00:00,0,[],0,MEMBER,4.0,build with cosmos-sdk v0.41.4,https://api.github.com/repos/cosmos/gaia/issues/712
474,711,2021-03-01 23:20:04+00:00,2021-03-19 15:17:17+00:00,0,[],0,CONTRIBUTOR,0.0,v5.0.x tracking issue,https://api.github.com/repos/cosmos/gaia/issues/711
475,710,2021-03-01 23:15:12+00:00,2021-03-03 16:49:42+00:00,0,[],0,CONTRIBUTOR,0.0,v4.0.5 Tracking Issue,https://api.github.com/repos/cosmos/gaia/issues/710
476,707,2021-02-27 17:42:08+00:00,2021-04-08 15:24:36+00:00,0,[],0,NONE,2.0,Gaia update MaxValidatorSet to 125,https://api.github.com/repos/cosmos/gaia/issues/707
477,706,2021-02-27 12:27:07+00:00,2021-03-28 03:35:29+00:00,0,[],0,CONTRIBUTOR,4.0,Install Script,https://api.github.com/repos/cosmos/gaia/issues/706
478,704,2021-02-27 11:25:04+00:00,2021-12-14 09:47:58+00:00,0,[],0,CONTRIBUTOR,11.0,Fat Gaia,https://api.github.com/repos/cosmos/gaia/issues/704
479,701,2021-02-26 17:02:18+00:00,2021-02-26 18:49:52+00:00,0,[],0,MEMBER,0.0,changelog: tendermint v0.34.8,https://api.github.com/repos/cosmos/gaia/issues/701
480,700,2021-02-26 15:22:52+00:00,2021-05-25 16:21:29+00:00,0,[],0,CONTRIBUTOR,0.0,Disable dependabot for sdk and tm dependencies,https://api.github.com/repos/cosmos/gaia/issues/700
481,699,2021-02-26 09:33:57+00:00,2022-02-15 09:03:26+00:00,0,['docs'],0,MEMBER,1.0,docs: add note on migration ,https://api.github.com/repos/cosmos/gaia/issues/699
482,698,2021-02-26 08:44:07+00:00,2021-02-26 12:51:40+00:00,0,"['dependencies', 'go', 'automerge']",0,CONTRIBUTOR,1.0,Bump github.com/tendermint/tendermint from 0.34.7 to 0.34.8,https://api.github.com/repos/cosmos/gaia/issues/698
483,697,2021-02-26 05:44:07+00:00,2021-12-13 21:32:18+00:00,0,[],0,NONE,4.0,"Often out of sync, need to restart。And failed to start with supervisor",https://api.github.com/repos/cosmos/gaia/issues/697
484,696,2021-02-26 04:53:53+00:00,2021-02-26 08:00:15+00:00,0,[],0,NONE,1.0,There is no Gaiacli in the latest version,https://api.github.com/repos/cosmos/gaia/issues/696
485,693,2021-02-25 03:29:10+00:00,2021-09-15 14:42:49+00:00,0,['pinned'],0,CONTRIBUTOR,2.0,Integrate and make authz module available,https://api.github.com/repos/cosmos/gaia/issues/693
486,692,2021-02-25 03:16:21+00:00,2021-02-25 07:22:35+00:00,0,[],0,NONE,1.0,"gaiad start  too slowly,It's not ready for two hours",https://api.github.com/repos/cosmos/gaia/issues/692
487,691,2021-02-25 02:45:14+00:00,2021-09-15 14:42:56+00:00,0,['pinned'],0,CONTRIBUTOR,2.0,Integrate and make fee grant module available,https://api.github.com/repos/cosmos/gaia/issues/691
488,690,2021-02-25 01:59:34+00:00,2021-03-08 09:16:30+00:00,0,[],0,CONTRIBUTOR,0.0,change dir '.gaiad' to '.gaia',https://api.github.com/repos/cosmos/gaia/issues/690
489,688,2021-02-23 04:23:10+00:00,2021-02-23 13:57:58+00:00,0,[],0,CONTRIBUTOR,0.0,Update validator setup,https://api.github.com/repos/cosmos/gaia/issues/688
490,687,2021-02-23 04:18:09+00:00,2021-02-23 13:57:58+00:00,0,[],0,CONTRIBUTOR,0.0, Doc related setup validator is outdated,https://api.github.com/repos/cosmos/gaia/issues/687
491,685,2021-02-22 16:36:13+00:00,2021-02-22 18:49:32+00:00,0,[],0,MEMBER,0.0,Update mainnet url,https://api.github.com/repos/cosmos/gaia/issues/685
492,684,2021-02-22 16:33:35+00:00,2021-02-22 18:49:57+00:00,0,[],0,MEMBER,0.0,Note the slow mainnet startup times.,https://api.github.com/repos/cosmos/gaia/issues/684
493,681,2021-02-22 14:43:49+00:00,2021-02-22 16:04:20+00:00,0,[],0,CONTRIBUTOR,2.0,Updates to join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/681
494,679,2021-02-22 12:03:02+00:00,2021-03-11 02:05:06+00:00,0,[],0,NONE,0.0,vesting tx added twice,https://api.github.com/repos/cosmos/gaia/issues/679
495,678,2021-02-22 09:49:48+00:00,2021-12-11 20:36:31+00:00,0,[],0,CONTRIBUTOR,3.0,Embed Seeds,https://api.github.com/repos/cosmos/gaia/issues/678
496,677,2021-02-22 09:44:31+00:00,2021-02-27 11:40:47+00:00,0,[],0,CONTRIBUTOR,7.0,Embed Genesis,https://api.github.com/repos/cosmos/gaia/issues/677
497,676,2021-02-22 09:39:18+00:00,2021-02-22 10:33:54+00:00,0,[],0,NONE,14.0,our nodes can't connect to seeds suddenly stopped syncing after running for months,https://api.github.com/repos/cosmos/gaia/issues/676
498,675,2021-02-22 09:37:58+00:00,2021-02-22 14:44:11+00:00,0,[],0,CONTRIBUTOR,3.0,Insta-run Docker image,https://api.github.com/repos/cosmos/gaia/issues/675
499,674,2021-02-22 09:13:52+00:00,2021-02-23 15:03:19+00:00,0,[],0,NONE,1.0,how to startup cosmos-hub4 without cosmos-hub3 ?,https://api.github.com/repos/cosmos/gaia/issues/674
500,672,2021-02-20 14:53:31+00:00,2021-02-22 14:23:40+00:00,0,[],0,CONTRIBUTOR,0.0,docs: Readme,https://api.github.com/repos/cosmos/gaia/issues/672
501,671,2021-02-20 11:53:53+00:00,2021-12-14 19:22:44+00:00,0,[],0,NONE,5.0,[Feature] statesync rpc_servers,https://api.github.com/repos/cosmos/gaia/issues/671
502,670,2021-02-20 09:09:52+00:00,2021-03-17 14:16:17+00:00,0,[],0,CONTRIBUTOR,14.0,16GB of RAM needed to process the first block,https://api.github.com/repos/cosmos/gaia/issues/670
503,669,2021-02-20 08:57:06+00:00,2021-03-09 16:23:44+00:00,0,[],0,CONTRIBUTOR,9.0,importing genesis state is very slow,https://api.github.com/repos/cosmos/gaia/issues/669
504,668,2021-02-20 07:49:14+00:00,2021-08-13 14:28:34+00:00,0,[],0,CONTRIBUTOR,1.0,Consolidation of documentation and historical code,https://api.github.com/repos/cosmos/gaia/issues/668
505,667,2021-02-19 21:45:10+00:00,2021-02-19 23:57:04+00:00,0,[],0,CONTRIBUTOR,4.0,Respect InvCheckPeriod flag during export,https://api.github.com/repos/cosmos/gaia/issues/667
506,666,2021-02-19 21:38:27+00:00,2021-02-19 22:34:03+00:00,0,[],0,CONTRIBUTOR,1.0,Bring updates from main for v4.0.4,https://api.github.com/repos/cosmos/gaia/issues/666
507,665,2021-02-19 21:04:50+00:00,2021-02-19 21:10:07+00:00,0,[],0,CONTRIBUTOR,0.0,Changelog for v4.0.4,https://api.github.com/repos/cosmos/gaia/issues/665
508,664,2021-02-19 21:04:39+00:00,2021-02-19 22:42:48+00:00,0,[],0,CONTRIBUTOR,0.0,Tracking issue for v4.0.4,https://api.github.com/repos/cosmos/gaia/issues/664
509,663,2021-02-19 20:23:45+00:00,2021-02-19 20:32:20+00:00,0,[],0,CONTRIBUTOR,0.0,Disabling very long-running non-determinism simulation,https://api.github.com/repos/cosmos/gaia/issues/663
510,661,2021-02-19 15:02:22+00:00,2021-12-14 09:49:16+00:00,0,[],0,CONTRIBUTOR,1.0,"Log gaiad, cosmos-sdk, tm versions on startup",https://api.github.com/repos/cosmos/gaia/issues/661
511,660,2021-02-19 14:50:31+00:00,2021-02-19 15:46:41+00:00,0,[],0,CONTRIBUTOR,0.0,Fix path in migration doc,https://api.github.com/repos/cosmos/gaia/issues/660
512,659,2021-02-19 13:49:12+00:00,2021-08-25 22:17:07+00:00,0,[],0,MEMBER,1.0,RFC Interchain Staking Light Paper,https://api.github.com/repos/cosmos/gaia/issues/659
513,658,2021-02-19 13:27:26+00:00,2021-02-24 21:56:26+00:00,0,[],0,CONTRIBUTOR,1.0,Readme should say exactly how to connect to the current mainnet,https://api.github.com/repos/cosmos/gaia/issues/658
514,657,2021-02-19 12:29:46+00:00,2021-02-19 20:11:53+00:00,1,[],0,MEMBER,0.0,build: add tm-version,https://api.github.com/repos/cosmos/gaia/issues/657
515,656,2021-02-19 08:55:07+00:00,2021-02-19 12:37:19+00:00,0,[],0,NONE,2.0,"cosmoshub-4, No addresses to dial. Falling back to seeds module=pex",https://api.github.com/repos/cosmos/gaia/issues/656
516,655,2021-02-19 01:47:15+00:00,2021-02-23 15:03:09+00:00,0,[],0,NONE,3.0,hub-4 full node can not start,https://api.github.com/repos/cosmos/gaia/issues/655
517,654,2021-02-19 01:40:05+00:00,2021-02-19 01:51:38+00:00,0,[],0,NONE,0.0,fix path,https://api.github.com/repos/cosmos/gaia/issues/654
518,653,2021-02-19 01:09:35+00:00,2021-02-19 14:57:57+00:00,0,[],0,NONE,3.0,Start cosmoshub-4 from a scratch? Can't use previous data of cosmoshub-3?,https://api.github.com/repos/cosmos/gaia/issues/653
519,652,2021-02-18 20:55:35+00:00,2021-02-19 19:51:57+00:00,0,[],0,CONTRIBUTOR,0.0,Enabling cleveldb build tag in makefile,https://api.github.com/repos/cosmos/gaia/issues/652
520,651,2021-02-18 19:07:55+00:00,2021-02-19 14:30:04+00:00,0,[],0,CONTRIBUTOR,0.0,Show branch and commit instead of tag when not on release branch,https://api.github.com/repos/cosmos/gaia/issues/651
521,650,2021-02-18 18:04:49+00:00,2021-02-18 18:12:59+00:00,0,[],0,CONTRIBUTOR,2.0,(Nudging) Fix gRPC for mint annual-provisions,https://api.github.com/repos/cosmos/gaia/issues/650
522,649,2021-02-18 15:22:24+00:00,2021-02-18 18:12:23+00:00,0,[],0,MEMBER,5.0,Fix gRPC for mint annual-provisions,https://api.github.com/repos/cosmos/gaia/issues/649
523,648,2021-02-18 10:55:30+00:00,2021-02-19 15:00:31+00:00,0,[],0,NONE,4.0,cosmoshub-4 panic ,https://api.github.com/repos/cosmos/gaia/issues/648
524,647,2021-02-18 10:32:05+00:00,2021-02-18 18:30:33+00:00,0,[],0,NONE,18.0,"Cannot initialize full node using Gaia v4.0.2, hangs at ABCI Replay Blocks",https://api.github.com/repos/cosmos/gaia/issues/647
525,646,2021-02-18 09:01:50+00:00,2021-02-18 09:08:38+00:00,0,[],0,CONTRIBUTOR,1.0,Bump TM for v4.0.3 (#645),https://api.github.com/repos/cosmos/gaia/issues/646
526,645,2021-02-18 08:54:42+00:00,2021-02-18 08:58:17+00:00,0,[],0,CONTRIBUTOR,1.0,Updates for v4.0.3,https://api.github.com/repos/cosmos/gaia/issues/645
527,644,2021-02-18 08:29:13+00:00,2021-02-18 09:37:07+00:00,0,[],0,CONTRIBUTOR,0.0,Tracking issue for v4.0.3 release,https://api.github.com/repos/cosmos/gaia/issues/644
528,643,2021-02-18 06:18:41+00:00,2021-02-18 06:20:33+00:00,0,[],0,MEMBER,2.0,Remove --for-zero-height,https://api.github.com/repos/cosmos/gaia/issues/643
529,642,2021-02-18 03:25:43+00:00,2021-02-18 03:33:01+00:00,0,[],0,CONTRIBUTOR,0.0,Update migration doc to v4.0.2,https://api.github.com/repos/cosmos/gaia/issues/642
530,641,2021-02-18 02:44:43+00:00,2021-02-18 03:07:23+00:00,0,[],0,CONTRIBUTOR,1.0,Gaia v4.0.2 release (#640),https://api.github.com/repos/cosmos/gaia/issues/641
531,640,2021-02-18 01:52:27+00:00,2021-02-18 02:41:14+00:00,0,[],0,CONTRIBUTOR,1.0,Gaia v4.0.2 tracking issue,https://api.github.com/repos/cosmos/gaia/issues/640
532,639,2021-02-17 18:12:11+00:00,2021-02-17 18:14:02+00:00,0,[],0,CONTRIBUTOR,0.0,Update migration doc with v4.0.1 version and hash,https://api.github.com/repos/cosmos/gaia/issues/639
533,638,2021-02-17 17:40:02+00:00,2021-02-17 17:50:45+00:00,0,[],0,CONTRIBUTOR,0.0,Update for v4.0.1 changelog (#637),https://api.github.com/repos/cosmos/gaia/issues/638
534,637,2021-02-17 17:30:42+00:00,2021-02-17 17:37:44+00:00,0,[],0,CONTRIBUTOR,0.0,Update for v4.0.1 changelog,https://api.github.com/repos/cosmos/gaia/issues/637
535,636,2021-02-17 16:57:29+00:00,2021-02-17 17:18:00+00:00,0,[],0,CONTRIBUTOR,1.0,Make v4.0.x branch current with main,https://api.github.com/repos/cosmos/gaia/issues/636
536,635,2021-02-17 14:28:56+00:00,2021-02-17 14:55:02+00:00,0,[],0,MEMBER,1.0,Depend on cosmos-sdk v0.41.1,https://api.github.com/repos/cosmos/gaia/issues/635
537,634,2021-02-17 08:06:14+00:00,2021-02-17 15:01:31+00:00,0,[],0,CONTRIBUTOR,0.0,FIX v4.0.0 hash to a279d091c6f66f8a91c87943139ebaecdd84f689,https://api.github.com/repos/cosmos/gaia/issues/634
538,633,2021-02-17 08:02:16+00:00,2021-02-17 14:45:13+00:00,0,[],0,CONTRIBUTOR,0.0,FIX: typo,https://api.github.com/repos/cosmos/gaia/issues/633
539,632,2021-02-16 19:36:48+00:00,2021-02-16 19:46:39+00:00,0,[],0,CONTRIBUTOR,0.0,Applying fixes to migration guide,https://api.github.com/repos/cosmos/gaia/issues/632
540,631,2021-02-16 18:34:28+00:00,2021-02-16 18:53:22+00:00,0,[],0,CONTRIBUTOR,0.0,"Add summary, pathways, full node operator guidance",https://api.github.com/repos/cosmos/gaia/issues/631
541,630,2021-02-13 17:50:07+00:00,2021-02-13 19:02:13+00:00,0,[],0,CONTRIBUTOR,0.0,remove version from doc,https://api.github.com/repos/cosmos/gaia/issues/630
542,629,2021-02-13 17:28:18+00:00,2021-02-18 18:13:36+00:00,0,[],0,CONTRIBUTOR,4.0,v2.0.x reproducible builds,https://api.github.com/repos/cosmos/gaia/issues/629
543,628,2021-02-13 05:15:20+00:00,2021-02-18 18:16:09+00:00,0,[],0,MEMBER,0.0,Translate Cosmoshub-3 migration guide to Korean,https://api.github.com/repos/cosmos/gaia/issues/628
544,627,2021-02-12 18:44:35+00:00,2021-02-19 14:30:04+00:00,0,[],0,CONTRIBUTOR,0.0,Building main branch reports v3.0.0 in `gaiad version`,https://api.github.com/repos/cosmos/gaia/issues/627
545,625,2021-02-12 13:50:53+00:00,2021-02-13 14:30:22+00:00,0,[],0,CONTRIBUTOR,1.0,Add missing breaking changes file,https://api.github.com/repos/cosmos/gaia/issues/625
546,624,2021-02-12 06:16:09+00:00,2021-12-22 10:05:57+00:00,0,[],0,NONE,1.0,Gaia v4.0.0 v1beta api no easy way to find validator sigining info,https://api.github.com/repos/cosmos/gaia/issues/624
547,623,2021-02-12 06:06:30+00:00,2021-12-14 09:50:11+00:00,0,[],0,NONE,1.0,Gaia v4.0.0 rest endpoint /slashing/validators/{validatorPubKey}/signing_info does not work,https://api.github.com/repos/cosmos/gaia/issues/623
548,622,2021-02-12 05:41:47+00:00,2021-02-13 14:30:48+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,1.0,Bump github.com/tendermint/tendermint from 0.34.3 to 0.34.4,https://api.github.com/repos/cosmos/gaia/issues/622
549,621,2021-02-11 16:36:17+00:00,2021-02-13 14:31:19+00:00,0,[],0,MEMBER,0.0,Add memory hardware requirements to the upgrade guide,https://api.github.com/repos/cosmos/gaia/issues/621
